,id,locality,type_of_property,subtype_of_property,price,type_of_sale,nr_of_rooms,area,equiped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,total_land_area,nr_of_facades,swimming_pool,building_condition,Localité,Commune principale,Province,Region
0,9044081,1083,0,0,265000.0,0,4.0,90.0,0,False,False,True,13.0,False,0.0,90.0,4.0,False,0,GANSHOREN,GANSHOREN,Bruxelles (19 communes),b'Bruxelles'
1,9043978,1000,0,0,1795000.0,0,4.0,650.0,1,False,True,True,400.0,False,0.0,650.0,3.0,False,0,BRUXELLES,BRUXELLES,Bruxelles (19 communes),b'Bruxelles'
2,9044188,1050,1,1,3800000.0,0,5.0,752.0,2,False,False,True,40.0,True,0.0,340.0,2.0,False,1,IXELLES,IXELLES,Bruxelles (19 communes),b'Bruxelles'
3,9041095,4860,1,2,320000.0,0,5.0,231.0,3,False,False,True,30.0,True,1200.0,1421.0,3.0,False,0,Wegnez,PEPINSTER,Liège,b'Wallonie'
4,9041095,4860,1,2,320000.0,0,5.0,231.0,3,False,False,True,30.0,True,1200.0,1421.0,3.0,False,0,PEPINSTER,PEPINSTER,Liège,b'Wallonie'
5,9041095,4860,1,2,320000.0,0,5.0,231.0,3,False,False,True,30.0,True,1200.0,1421.0,3.0,False,0,Cornesse,PEPINSTER,Liège,b'Wallonie'
6,9043036,9600,0,0,195000.0,0,2.0,75.0,0,False,False,False,0.0,False,0.0,75.0,2.0,False,2,RENAIX,RENAIX,Flandre-Orientale,b'Flandre'
7,9042950,6010,0,3,235000.0,0,3.0,149.0,2,False,False,True,15.0,False,0.0,149.0,2.0,False,0,Couillet,CHARLEROI,Hainaut,b'Wallonie'
8,9042073,1070,0,0,320000.0,0,3.0,130.0,1,False,False,True,14.0,False,0.0,130.0,2.0,False,0,ANDERLECHT,ANDERLECHT,Bruxelles (19 communes),b'Bruxelles'
9,9042267,7181,1,4,325000.0,0,2.0,130.0,0,False,False,True,30.0,True,600.0,1043.0,4.0,False,3,Feluy,SENEFFE,Hainaut,b'Wallonie'
10,9042267,7181,1,4,325000.0,0,2.0,130.0,0,False,False,True,30.0,True,600.0,1043.0,4.0,False,3,Familleureux,SENEFFE,Hainaut,b'Wallonie'
11,9042267,7181,1,4,325000.0,0,2.0,130.0,0,False,False,True,30.0,True,600.0,1043.0,4.0,False,3,Petit-Roeulx-Lez-Nivelles,SENEFFE,Hainaut,b'Wallonie'
12,9042267,7181,1,4,325000.0,0,2.0,130.0,0,False,False,True,30.0,True,600.0,1043.0,4.0,False,3,Arquennes,SENEFFE,Hainaut,b'Wallonie'
13,9042511,5340,1,4,569000.0,0,6.0,324.0,0,False,False,True,57.0,True,0.0,2202.0,4.0,False,1,Mozet,GESVES,Namur,b'Wallonie'
14,9042511,5340,1,4,569000.0,0,6.0,324.0,0,False,False,True,57.0,True,0.0,2202.0,4.0,False,1,GESVES,GESVES,Namur,b'Wallonie'
15,9042511,5340,1,4,569000.0,0,6.0,324.0,0,False,False,True,57.0,True,0.0,2202.0,4.0,False,1,Sorée,GESVES,Namur,b'Wallonie'
16,9042511,5340,1,4,569000.0,0,6.0,324.0,0,False,False,True,57.0,True,0.0,2202.0,4.0,False,1,Faulx-Les-Tombes,GESVES,Namur,b'Wallonie'
17,9042511,5340,1,4,569000.0,0,6.0,324.0,0,False,False,True,57.0,True,0.0,2202.0,4.0,False,1,Haltinne,GESVES,Namur,b'Wallonie'
18,9034494,1950,0,0,715000.0,0,2.0,126.0,1,False,False,True,6.0,False,0.0,126.0,2.0,False,0,KRAAINEM,KRAAINEM,Brabant Flamand,b'Flandre'
19,9039019,1050,0,0,1550000.0,0,3.0,213.0,1,False,False,True,39.0,False,0.0,213.0,,False,0,IXELLES,IXELLES,Bruxelles (19 communes),b'Bruxelles'
20,9040949,3271,1,2,230000.0,0,4.0,226.0,0,False,False,True,25.0,True,150.0,398.0,3.0,False,4,Averbode,SCHERPENHEUVEL-ZICHEM,Brabant Flamand,b'Flandre'
21,9040949,3271,1,2,230000.0,0,4.0,226.0,0,False,False,True,25.0,True,150.0,398.0,3.0,False,4,Zichem,SCHERPENHEUVEL-ZICHEM,Brabant Flamand,b'Flandre'
22,8997289,1180,0,5,224500.0,0,1.0,52.0,2,False,True,True,1.0,False,0.0,52.0,2.0,False,2,UCCLE,UCCLE,Bruxelles (19 communes),b'Bruxelles'
23,8949028,4870,1,6,349000.0,0,5.0,350.0,2,False,True,True,40.0,True,450.0,700.0,3.0,False,2,Fraipont,TROOZ,Liège,b'Wallonie'
24,8949028,4870,1,6,349000.0,0,5.0,350.0,2,False,True,True,40.0,True,450.0,700.0,3.0,False,2,Forêt,TROOZ,Liège,b'Wallonie'
25,8949028,4870,1,6,349000.0,0,5.0,350.0,2,False,True,True,40.0,True,450.0,700.0,3.0,False,2,Nessonvaux,TROOZ,Liège,b'Wallonie'
26,8949028,4870,1,6,349000.0,0,5.0,350.0,2,False,True,True,40.0,True,450.0,700.0,3.0,False,2,TROOZ,TROOZ,Liège,b'Wallonie'
27,9039312,9000,0,0,358000.0,0,2.0,85.0,0,False,False,True,1.0,False,0.0,85.0,2.0,False,2,GENT,GENT,Flandre-Orientale,b'Flandre'
28,9039311,2060,0,7,360500.0,0,2.0,114.0,0,False,False,True,25.0,False,0.0,114.0,2.0,False,2,ANTWERPEN,ANTWERPEN,Anvers,b'Flandre'
29,9039245,1330,1,2,585000.0,0,5.0,187.0,4,False,False,True,74.0,False,0.0,483.0,3.0,False,2,RIXENSART,RIXENSART,Brabant Wallon,b'Wallonie'
30,9039433,1180,0,0,780000.0,0,3.0,190.0,1,False,False,True,135.0,False,0.0,190.0,3.0,False,1,UCCLE,UCCLE,Bruxelles (19 communes),b'Bruxelles'
31,9038896,4430,0,0,210000.0,0,2.0,77.0,0,False,False,True,5.0,False,0.0,77.0,,False,0,ANS,ANS,Liège,b'Wallonie'
32,9038897,4430,0,0,250000.0,0,2.0,97.0,0,False,False,True,5.0,False,0.0,97.0,3.0,False,0,ANS,ANS,Liège,b'Wallonie'
33,9038507,8370,0,8,199000.0,0,2.0,87.0,0,False,False,True,0.0,False,0.0,87.0,2.0,False,2,BLANKENBERGE,BLANKENBERGE,Flandre-Occidentale,b'Flandre'
34,9038507,8370,0,8,199000.0,0,2.0,87.0,0,False,False,True,0.0,False,0.0,87.0,2.0,False,2,Uitkerke,BLANKENBERGE,Flandre-Occidentale,b'Flandre'
35,8929869,1755,1,2,259000.0,0,3.0,116.0,4,False,False,True,0.0,False,0.0,810.0,3.0,False,3,GOOIK,GOOIK,Brabant Flamand,b'Flandre'
36,8929869,1755,1,2,259000.0,0,3.0,116.0,4,False,False,True,0.0,False,0.0,810.0,3.0,False,3,Kester,GOOIK,Brabant Flamand,b'Flandre'
37,8929869,1755,1,2,259000.0,0,3.0,116.0,4,False,False,True,0.0,False,0.0,810.0,3.0,False,3,Leerbeek,GOOIK,Brabant Flamand,b'Flandre'
38,8929869,1755,1,2,259000.0,0,3.0,116.0,4,False,False,True,0.0,False,0.0,810.0,3.0,False,3,Oetingen,GOOIK,Brabant Flamand,b'Flandre'
39,9037183,9050,0,0,265000.0,0,1.0,76.0,0,False,False,True,10.0,True,0.0,76.0,,False,0,Gentbrugge,GENT,Flandre-Orientale,b'Flandre'
40,9037183,9050,0,0,265000.0,0,1.0,76.0,0,False,False,True,10.0,True,0.0,76.0,,False,0,Ledeberg,GENT,Flandre-Orientale,b'Flandre'
41,9037014,1070,0,0,288000.0,0,2.0,88.0,1,False,False,True,6.0,False,0.0,88.0,2.0,False,0,ANDERLECHT,ANDERLECHT,Bruxelles (19 communes),b'Bruxelles'
42,9042688,2845,1,2,320000.0,0,4.0,158.0,0,False,False,False,0.0,True,43.0,100.0,2.0,False,0,NIEL,NIEL,Anvers,b'Flandre'
43,9042223,4120,1,2,325000.0,0,3.0,130.0,1,False,False,True,75.0,True,760.0,1031.0,4.0,False,2,Ehein,NEUPRÉ,Liège,b'Wallonie'
44,9042223,4120,1,2,325000.0,0,3.0,130.0,1,False,False,True,75.0,True,760.0,1031.0,4.0,False,2,Rotheux-Rimière,NEUPRÉ,Liège,b'Wallonie'
45,9042223,4120,1,2,325000.0,0,3.0,130.0,1,False,False,True,75.0,True,760.0,1031.0,4.0,False,2,NEUPRÉ,NEUPRÉ,Liège,b'Wallonie'
46,9034495,1160,0,5,239500.0,0,1.0,46.0,1,False,False,True,9.0,False,0.0,46.0,,False,0,AUDERGHEM,AUDERGHEM,Bruxelles (19 communes),b'Bruxelles'
47,9034656,8670,0,9,320000.0,0,1.0,57.0,1,False,False,True,0.0,False,0.0,57.0,,False,0,KOKSIJDE,KOKSIJDE,Flandre-Occidentale,b'Flandre'
48,9034656,8670,0,9,320000.0,0,1.0,57.0,1,False,False,True,0.0,False,0.0,57.0,,False,0,Oostduinkerke,KOKSIJDE,Flandre-Occidentale,b'Flandre'
49,9034656,8670,0,9,320000.0,0,1.0,57.0,1,False,False,True,0.0,False,0.0,57.0,,False,0,Wulpen,KOKSIJDE,Flandre-Occidentale,b'Flandre'
50,9036085,6020,1,2,109900.0,0,2.0,125.0,4,False,False,True,10.0,False,0.0,80.0,3.0,False,2,Dampremy,CHARLEROI,Hainaut,b'Wallonie'
51,9036417,1080,0,0,169000.0,0,2.0,70.0,3,False,False,True,2.0,False,0.0,70.0,2.0,False,4,MOLENBEEK-SAINT-JEAN,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),b'Bruxelles'
52,9035995,1500,0,0,198000.0,0,2.0,87.0,4,False,False,True,8.0,False,0.0,87.0,2.0,False,2,HALLE,HALLE,Brabant Flamand,b'Flandre'
53,9035930,1040,0,0,229000.0,0,1.0,52.0,5,True,False,True,4.0,False,0.0,52.0,2.0,False,0,ETTERBEEK,ETTERBEEK,Bruxelles (19 communes),b'Bruxelles'
54,9035945,4682,1,2,237000.0,0,3.0,117.0,0,False,False,True,0.0,True,40.0,126.0,3.0,False,2,Heure-Le-Romain,OUPEYE,Liège,b'Wallonie'
55,9035945,4682,1,2,237000.0,0,3.0,117.0,0,False,False,True,0.0,True,40.0,126.0,3.0,False,2,Houtain-Saint-Siméon,OUPEYE,Liège,b'Wallonie'
56,9041213,6680,1,2,275000.0,0,5.0,237.0,0,False,False,True,0.0,True,1100.0,1250.0,4.0,False,2,Tillet,SAINTE-ODE,Luxembourg,b'Wallonie'
57,9041213,6680,1,2,275000.0,0,5.0,237.0,0,False,False,True,0.0,True,1100.0,1250.0,4.0,False,2,SAINTE-ODE,SAINTE-ODE,Luxembourg,b'Wallonie'
58,9041213,6680,1,2,275000.0,0,5.0,237.0,0,False,False,True,0.0,True,1100.0,1250.0,4.0,False,2,Amberloup,SAINTE-ODE,Luxembourg,b'Wallonie'
59,9041140,9820,1,2,329000.0,0,3.0,110.0,4,False,False,False,0.0,False,0.0,5724.0,3.0,False,3,MERELBEKE,MERELBEKE,Flandre-Orientale,b'Flandre'
60,9041140,9820,1,2,329000.0,0,3.0,110.0,4,False,False,False,0.0,False,0.0,5724.0,3.0,False,3,Lemberge,MERELBEKE,Flandre-Orientale,b'Flandre'
61,9041140,9820,1,2,329000.0,0,3.0,110.0,4,False,False,False,0.0,False,0.0,5724.0,3.0,False,3,Schelderode,MERELBEKE,Flandre-Orientale,b'Flandre'
62,9041140,9820,1,2,329000.0,0,3.0,110.0,4,False,False,False,0.0,False,0.0,5724.0,3.0,False,3,Bottelare,MERELBEKE,Flandre-Orientale,b'Flandre'
63,9041140,9820,1,2,329000.0,0,3.0,110.0,4,False,False,False,0.0,False,0.0,5724.0,3.0,False,3,Munte,MERELBEKE,Flandre-Orientale,b'Flandre'
64,9041140,9820,1,2,329000.0,0,3.0,110.0,4,False,False,False,0.0,False,0.0,5724.0,3.0,False,3,Melsen,MERELBEKE,Flandre-Orientale,b'Flandre'
65,9041379,1755,1,2,360000.0,0,5.0,347.0,4,False,False,False,0.0,False,0.0,460.0,2.0,False,4,GOOIK,GOOIK,Brabant Flamand,b'Flandre'
66,9041379,1755,1,2,360000.0,0,5.0,347.0,4,False,False,False,0.0,False,0.0,460.0,2.0,False,4,Kester,GOOIK,Brabant Flamand,b'Flandre'
67,9041379,1755,1,2,360000.0,0,5.0,347.0,4,False,False,False,0.0,False,0.0,460.0,2.0,False,4,Leerbeek,GOOIK,Brabant Flamand,b'Flandre'
68,9041379,1755,1,2,360000.0,0,5.0,347.0,4,False,False,False,0.0,False,0.0,460.0,2.0,False,4,Oetingen,GOOIK,Brabant Flamand,b'Flandre'
69,9041444,8790,1,1,665000.0,0,4.0,288.0,0,False,False,True,0.0,True,0.0,667.0,2.0,False,2,WAREGEM,WAREGEM,Flandre-Occidentale,b'Flandre'
70,9041443,8790,1,1,665000.0,0,4.0,288.0,0,False,False,True,0.0,True,0.0,667.0,2.0,False,2,WAREGEM,WAREGEM,Flandre-Occidentale,b'Flandre'
71,9040377,1850,1,4,695000.0,0,6.0,241.0,2,False,False,False,0.0,False,0.0,750.0,4.0,False,2,GRIMBERGEN,GRIMBERGEN,Brabant Flamand,b'Flandre'
72,9044347,1180,1,10,680000.0,0,3.0,200.0,5,False,True,True,10.0,True,70.0,285.0,3.0,False,2,UCCLE,UCCLE,Bruxelles (19 communes),b'Bruxelles'
73,9044039,1050,1,2,1350000.0,0,5.0,365.0,1,False,False,True,20.0,True,50.0,145.0,2.0,False,1,IXELLES,IXELLES,Bruxelles (19 communes),b'Bruxelles'
74,9043919,1050,1,1,4950000.0,0,8.0,1000.0,0,False,False,True,0.0,False,0.0,310.0,2.0,False,2,IXELLES,IXELLES,Bruxelles (19 communes),b'Bruxelles'
75,9033767,6001,0,0,165000.0,0,1.0,64.0,2,False,False,False,0.0,False,0.0,64.0,4.0,False,0,Marcinelle,CHARLEROI,Hainaut,b'Wallonie'
76,9041253,1030,0,0,197500.0,0,1.0,70.0,2,False,True,True,3.0,False,0.0,70.0,4.0,False,1,SCHAERBEEK,SCHAERBEEK,Bruxelles (19 communes),b'Bruxelles'
77,9033790,6001,0,0,265000.0,0,2.0,104.0,2,False,False,True,15.0,False,0.0,104.0,4.0,False,0,Marcinelle,CHARLEROI,Hainaut,b'Wallonie'
78,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Melden,OUDENAARDE,Flandre-Orientale,b'Flandre'
79,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Edelare,OUDENAARDE,Flandre-Orientale,b'Flandre'
80,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Mullem,OUDENAARDE,Flandre-Orientale,b'Flandre'
81,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Bevere,OUDENAARDE,Flandre-Orientale,b'Flandre'
82,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Eine,OUDENAARDE,Flandre-Orientale,b'Flandre'
83,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Ename,OUDENAARDE,Flandre-Orientale,b'Flandre'
84,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,OUDENAARDE,OUDENAARDE,Flandre-Orientale,b'Flandre'
85,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Mater,OUDENAARDE,Flandre-Orientale,b'Flandre'
86,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Volkegem,OUDENAARDE,Flandre-Orientale,b'Flandre'
87,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Leupegem,OUDENAARDE,Flandre-Orientale,b'Flandre'
88,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Nederename,OUDENAARDE,Flandre-Orientale,b'Flandre'
89,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Heurne,OUDENAARDE,Flandre-Orientale,b'Flandre'
90,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Ooike,OUDENAARDE,Flandre-Orientale,b'Flandre'
91,9040974,9700,0,0,280000.0,0,3.0,140.0,0,False,False,True,6.0,False,0.0,140.0,3.0,False,2,Welden,OUDENAARDE,Flandre-Orientale,b'Flandre'
92,9033817,6001,0,0,320000.0,0,3.0,120.0,2,False,False,True,30.0,False,0.0,120.0,4.0,False,0,Marcinelle,CHARLEROI,Hainaut,b'Wallonie'
93,8829165,8300,0,0,435000.0,0,2.0,85.0,1,False,False,True,0.0,False,0.0,85.0,2.0,False,2,KNOKKE-HEIST,KNOKKE-HEIST,Flandre-Occidentale,b'Flandre'
94,8829165,8300,0,0,435000.0,0,2.0,85.0,1,False,False,True,0.0,False,0.0,85.0,2.0,False,2,Knokke,KNOKKE-HEIST,Flandre-Occidentale,b'Flandre'
95,8829165,8300,0,0,435000.0,0,2.0,85.0,1,False,False,True,0.0,False,0.0,85.0,2.0,False,2,Westkapelle,KNOKKE-HEIST,Flandre-Occidentale,b'Flandre'
96,9035334,1190,0,0,198000.0,0,1.0,76.0,0,False,False,True,15.0,False,0.0,76.0,2.0,False,2,FOREST,FOREST,Bruxelles (19 communes),b'Bruxelles'
97,9034364,8800,0,0,235000.0,0,3.0,141.0,0,False,False,True,0.0,False,0.0,141.0,,False,0,Oekene,ROESELARE,Flandre-Occidentale,b'Flandre'
98,9034364,8800,0,0,235000.0,0,3.0,141.0,0,False,False,True,0.0,False,0.0,141.0,,False,0,Rumbeke,ROESELARE,Flandre-Occidentale,b'Flandre'
99,9034364,8800,0,0,235000.0,0,3.0,141.0,0,False,False,True,0.0,False,0.0,141.0,,False,0,Beveren,ROESELARE,Flandre-Occidentale,b'Flandre'
100,9034364,8800,0,0,235000.0,0,3.0,141.0,0,False,False,True,0.0,False,0.0,141.0,,False,0,ROESELARE,ROESELARE,Flandre-Occidentale,b'Flandre'
101,9020689,4000,0,0,289000.0,0,3.0,149.0,2,False,False,True,0.0,False,0.0,149.0,2.0,False,0,Glain,LIÈGE,Liège,b'Wallonie'
102,9020689,4000,0,0,289000.0,0,3.0,149.0,2,False,False,True,0.0,False,0.0,149.0,2.0,False,0,LIÈGE,LIÈGE,Liège,b'Wallonie'
103,9020689,4000,0,0,289000.0,0,3.0,149.0,2,False,False,True,0.0,False,0.0,149.0,2.0,False,0,Rocourt,LIÈGE,Liège,b'Wallonie'
104,9034648,6180,1,11,299900.0,0,3.0,200.0,0,False,False,False,0.0,True,300.0,1014.0,3.0,False,0,COURCELLES,COURCELLES,Hainaut,b'Wallonie'
105,9032268,4432,0,0,198000.0,0,3.0,104.0,3,False,False,False,0.0,False,0.0,104.0,2.0,False,0,Xhendremael,ANS,Liège,b'Wallonie'
106,9032268,4432,0,0,198000.0,0,3.0,104.0,3,False,False,False,0.0,False,0.0,104.0,2.0,False,0,Alleur,ANS,Liège,b'Wallonie'
107,9038751,8434,0,0,220000.0,0,2.0,77.0,0,False,False,True,0.0,False,0.0,77.0,2.0,False,2,Lombardsijde,MIDDELKERKE,Flandre-Occidentale,b'Flandre'
108,9038751,8434,0,0,220000.0,0,2.0,77.0,0,False,False,True,0.0,False,0.0,77.0,2.0,False,2,Westende,MIDDELKERKE,Flandre-Occidentale,b'Flandre'
109,9032264,4430,0,0,230000.0,0,3.0,111.0,3,False,False,False,0.0,False,0.0,111.0,3.0,False,0,ANS,ANS,Liège,b'Wallonie'
110,9032265,4432,0,12,325000.0,0,3.0,150.0,0,False,False,True,24.0,False,0.0,150.0,3.0,False,0,Xhendremael,ANS,Liège,b'Wallonie'
111,9032265,4432,0,12,325000.0,0,3.0,150.0,0,False,False,True,24.0,False,0.0,150.0,3.0,False,0,Alleur,ANS,Liège,b'Wallonie'
112,9043230,2170,0,12,249000.0,0,2.0,125.0,0,False,True,True,31.0,False,0.0,125.0,2.0,False,1,Merksem,ANTWERPEN,Anvers,b'Flandre'
113,9033732,4671,1,4,310000.0,0,4.0,291.0,0,False,False,True,40.0,True,0.0,950.0,4.0,False,1,Housse,BLÉGNY,Liège,b'Wallonie'
114,9033732,4671,1,4,310000.0,0,4.0,291.0,0,False,False,True,40.0,True,0.0,950.0,4.0,False,1,Saive,BLÉGNY,Liège,b'Wallonie'
115,9033732,4671,1,4,310000.0,0,4.0,291.0,0,False,False,True,40.0,True,0.0,950.0,4.0,False,1,Barchon,BLÉGNY,Liège,b'Wallonie'
116,9033639,1000,0,0,369000.0,0,2.0,120.0,2,False,False,False,0.0,False,0.0,120.0,3.0,False,0,BRUXELLES,BRUXELLES,Bruxelles (19 communes),b'Bruxelles'
117,9032955,1731,1,2,449000.0,0,3.0,151.0,2,False,False,True,21.0,True,235.0,386.0,4.0,False,0,Zellik,ASSE,Brabant Flamand,b'Flandre'
118,9032955,1731,1,2,449000.0,0,3.0,151.0,2,False,False,True,21.0,True,235.0,386.0,4.0,False,0,Relegem,ASSE,Brabant Flamand,b'Flandre'
119,9038495,8550,1,2,276000.0,0,3.0,165.0,0,False,False,False,0.0,False,0.0,198.0,2.0,False,2,ZWEVEGEM,ZWEVEGEM,Flandre-Occidentale,b'Flandre'
120,9040505,4500,1,2,159000.0,0,4.0,119.0,4,False,False,True,17.0,True,75.0,166.0,2.0,False,3,Tihange,HUY,Liège,b'Wallonie'
121,9040505,4500,1,2,159000.0,0,4.0,119.0,4,False,False,True,17.0,True,75.0,166.0,2.0,False,3,Ben-Ahin,HUY,Liège,b'Wallonie'
122,9040505,4500,1,2,159000.0,0,4.0,119.0,4,False,False,True,17.0,True,75.0,166.0,2.0,False,3,HUY,HUY,Liège,b'Wallonie'
123,9041251,7350,1,2,650000.0,0,3.0,300.0,0,False,False,True,0.0,False,0.0,3900.0,4.0,True,0,Thulin,HENSIES,Hainaut,b'Wallonie'
124,9041251,7350,1,2,650000.0,0,3.0,300.0,0,False,False,True,0.0,False,0.0,3900.0,4.0,True,0,HENSIES,HENSIES,Hainaut,b'Wallonie'
125,9041251,7350,1,2,650000.0,0,3.0,300.0,0,False,False,True,0.0,False,0.0,3900.0,4.0,True,0,Montroeul-Sur-Haine,HENSIES,Hainaut,b'Wallonie'
126,9041251,7350,1,2,650000.0,0,3.0,300.0,0,False,False,True,0.0,False,0.0,3900.0,4.0,True,0,Hainin,HENSIES,Hainaut,b'Wallonie'
127,9038921,1933,0,0,328000.0,0,2.0,93.0,1,False,False,True,6.0,False,0.0,93.0,2.0,False,0,Sterrebeek,ZAVENTEM,Brabant Flamand,b'Flandre'
128,8872852,4540,0,8,345000.0,0,4.0,218.0,0,False,False,True,8.0,False,0.0,218.0,3.0,False,0,Ombret,AMAY,Liège,b'Wallonie'
129,8872852,4540,0,8,345000.0,0,4.0,218.0,0,False,False,True,8.0,False,0.0,218.0,3.0,False,0,Jehay,AMAY,Liège,b'Wallonie'
130,8872852,4540,0,8,345000.0,0,4.0,218.0,0,False,False,True,8.0,False,0.0,218.0,3.0,False,0,Flône,AMAY,Liège,b'Wallonie'
131,8872852,4540,0,8,345000.0,0,4.0,218.0,0,False,False,True,8.0,False,0.0,218.0,3.0,False,0,Ampsin,AMAY,Liège,b'Wallonie'
132,8872852,4540,0,8,345000.0,0,4.0,218.0,0,False,False,True,8.0,False,0.0,218.0,3.0,False,0,AMAY,AMAY,Liège,b'Wallonie'
133,9040807,1050,0,0,495000.0,0,3.0,120.0,2,False,False,True,0.0,False,0.0,120.0,2.0,False,2,IXELLES,IXELLES,Bruxelles (19 communes),b'Bruxelles'
134,9032168,4530,1,4,269000.0,0,4.0,160.0,4,False,False,True,0.0,True,977.0,1037.0,4.0,False,0,Vieux-Waleffe,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
135,9032168,4530,1,4,269000.0,0,4.0,160.0,4,False,False,True,0.0,True,977.0,1037.0,4.0,False,0,Vaux-Et-Borset,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
136,9032168,4530,1,4,269000.0,0,4.0,160.0,4,False,False,True,0.0,True,977.0,1037.0,4.0,False,0,Fize-Fontaine,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
137,9032168,4530,1,4,269000.0,0,4.0,160.0,4,False,False,True,0.0,True,977.0,1037.0,4.0,False,0,VILLERS-LE-BOUILLET,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
138,9032168,4530,1,4,269000.0,0,4.0,160.0,4,False,False,True,0.0,True,977.0,1037.0,4.0,False,0,Warnant-Dreye,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
139,8921946,6230,1,2,269900.0,0,3.0,268.0,0,False,False,True,0.0,True,264.0,334.0,3.0,False,0,Thiméon,PONT-À-CELLES,Hainaut,b'Wallonie'
140,8921946,6230,1,2,269900.0,0,3.0,268.0,0,False,False,True,0.0,True,264.0,334.0,3.0,False,0,PONT-À-CELLES,PONT-À-CELLES,Hainaut,b'Wallonie'
141,8921946,6230,1,2,269900.0,0,3.0,268.0,0,False,False,True,0.0,True,264.0,334.0,3.0,False,0,Buzet,PONT-À-CELLES,Hainaut,b'Wallonie'
142,8921946,6230,1,2,269900.0,0,3.0,268.0,0,False,False,True,0.0,True,264.0,334.0,3.0,False,0,Viesville,PONT-À-CELLES,Hainaut,b'Wallonie'
143,8921946,6230,1,2,269900.0,0,3.0,268.0,0,False,False,True,0.0,True,264.0,334.0,3.0,False,0,Obaix,PONT-À-CELLES,Hainaut,b'Wallonie'
144,9032167,4530,1,2,269000.0,0,4.0,160.0,4,False,False,True,0.0,True,977.0,1037.0,4.0,False,0,Vieux-Waleffe,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
145,9032167,4530,1,2,269000.0,0,4.0,160.0,4,False,False,True,0.0,True,977.0,1037.0,4.0,False,0,Vaux-Et-Borset,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
146,9032167,4530,1,2,269000.0,0,4.0,160.0,4,False,False,True,0.0,True,977.0,1037.0,4.0,False,0,Fize-Fontaine,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
147,9032167,4530,1,2,269000.0,0,4.0,160.0,4,False,False,True,0.0,True,977.0,1037.0,4.0,False,0,VILLERS-LE-BOUILLET,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
148,9032167,4530,1,2,269000.0,0,4.0,160.0,4,False,False,True,0.0,True,977.0,1037.0,4.0,False,0,Warnant-Dreye,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
149,9032166,4530,1,13,290000.0,0,3.0,155.0,4,False,False,True,20.0,True,1600.0,1744.0,4.0,False,2,Vieux-Waleffe,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
150,9032166,4530,1,13,290000.0,0,3.0,155.0,4,False,False,True,20.0,True,1600.0,1744.0,4.0,False,2,Vaux-Et-Borset,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
151,9032166,4530,1,13,290000.0,0,3.0,155.0,4,False,False,True,20.0,True,1600.0,1744.0,4.0,False,2,Fize-Fontaine,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
152,9032166,4530,1,13,290000.0,0,3.0,155.0,4,False,False,True,20.0,True,1600.0,1744.0,4.0,False,2,VILLERS-LE-BOUILLET,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
153,9032166,4530,1,13,290000.0,0,3.0,155.0,4,False,False,True,20.0,True,1600.0,1744.0,4.0,False,2,Warnant-Dreye,VILLERS-LE-BOUILLET,Liège,b'Wallonie'
